JobTitle,Company,Location,Salary,TypeofJob,Skills,MoreInfo,clean_jobtitle,Label
"DEVOPS ENGINEER (AWS, Kubernetes)",Citynow Technology Solutions,"Quận 3, Hồ Chí Minh",Thương lượng,"Gia công phần mềm, Product","DevOps, Cloud, CI/CD, AWS, Kubernetes",https://topdev.vn/viec-lam/devops-engineer-aws-kubernetes-citynow-technology-solutions-2026724,devops ( aws kuBack Endrnetes ),Android
Lập trình viên Java ~ Upto 30mil,WeatherPlus,"Quận Nam Từ Liêm, Hà Nội","Lên tới 30,000,000 VND","Phần Mềm, Viễn Thông","OOP, Java, MongoDB, My SQL, REST API, Redis",https://topdev.vn/viec-lam/lap-trinh-vien-java-upto-30mil-weatherplus-2026728,java ~,Android
"Senior Java Developer (Spring/ Spring Boot, JavaScript)",BEETECH,"Quận Thanh Xuân, Hà Nội - Quận 1, Hồ Chí Minh","Lên tới 2,000 USD",Phần Mềm,"CSS, Java, JavaScript, HTML, Full-Stack, Spring, Spring Boot",https://topdev.vn/viec-lam/senior-java-developer-spring-spring-boot-javascript-beetech-2026789,java ( spring/ spring javascript ),Android
JUNIOR SOFTWARE DEVELOPER (PHP/LARAVEL/MySQL),SECOMUS,"Quận Cầu Giấy, Hà Nội","Lên tới 15,000,000 VND",Phần Mềm,"PHP, Linux, MySQL, JQuery, Git, VueJS, HTML & CSS, JavaScript",https://topdev.vn/viec-lam/junior-software-developer-php-laravel-mysql-secomus-2026725,software ( php/laravel/mysql ),Android
.NET Developer,Pixelz,"Quận Cầu Giấy, Hà Nội","Lên tới 3,000 USD",Phần Mềm,"C#, .NET, .NET Core",https://topdev.vn/viec-lam/net-developer-pixelz-2026794,.net,FullStack
"Automation Tester, QA/ QC",Sellerwix - Print On Demand Management System,"Quận Cẩm Lệ, Đà Nẵng","500 - 1,200 USD","Dịch vụ doanh nghiệp, Phần Mềm","QA, QC, Tester, Automation Tester, Selenium, Appium",https://topdev.vn/viec-lam/automation-tester-qa-qc-sellerwix-print-on-demand-management-system-2026799,automation tester Quality Assurance/ qc,Android
HO - CHUYÊN VIÊN DỰ ÁN QUẢN TRỊ DỊCH VỤ CLOUD,NGÂN HÀNG Á CHÂU (ACB),"Quận 3, Hồ Chí Minh",Thương lượng,Ngân Hàng,Cloud,https://topdev.vn/viec-lam/ho-chuyen-vien-du-an-quan-tri-dich-vu-cloud-ngan-hang-a-chau-acb-2026807,ho - án trị dịch cloud,Android
"Software Developer (Python, JavaScript)",Công ty Cổ phần Nhựa Châu Âu,"Quận Bắc Từ Liêm, Hà Nội","15,000,000 - 20,000,000 VND",Sản xuất,"JavaScript, Python, Full-Stack, Front-End, Back-End",https://topdev.vn/viec-lam/software-developer-python-javascript-cong-ty-co-phan-nhua-chau-au-2026901,software ( python javascript ),Android
Test Lead,Công ty CP CQ TDT Asia,"Quận Nam Từ Liêm, Quận Nam Từ Liêm - Hà Nội","Lên tới 1,500 USD",Phần Mềm,"Test Design, Automation Tester",https://topdev.vn/viec-lam/test-lead-cong-ty-cp-cq-tdt-asia-2026801,test lead,Android
Senior Backend Engineer (NodeJS),YouNet Group,"Quận 11, Hồ Chí Minh",Thương lượng,Phần Mềm,"NodeJS, Back-End, MySQL, REST API",https://topdev.vn/viec-lam/senior-backend-engineer-nodejs-younet-group-2026910,backend ( nodejs ),BackEnd
CHUYÊN VIÊN LẬP TRÌNH (PHP/ NODEJS/ JAVA/ JAVASCRIPT/ MOBILE/...),Trung Tâm Công nghệ thông tin Mobifone,"Quận Cầu Giấy, Hà Nội",Thương lượng,"Phần Mềm, Viễn Thông","Java, JavaScript, Mobile, C/C++, PHP, Swift, NodeJS, Objective-C",https://topdev.vn/viec-lam/chuyen-vien-lap-trinh-php-nodejs-java-javascript-mobile-trung-tam-cong-nghe-thong-tin-mobifone-2026917,( php/ nodejs/ java/ javascript/ mobile/ ... ),BackEnd
[All Levels] Lập trình viên .NET,Bkav,"Quận Cầu Giấy, Hà Nội","500 - 1,000 USD","Dịch vụ IT, Phần Mềm","C#, JQuery, .NET, Bootstrap",https://topdev.vn/viec-lam/all-levels-lap-trinh-vien-net-bkav-2026916,all .net,FullStack
Nhân Viên Lập Trình (.Net/ C#/ SQL),SmartSign,"Quận 1, Hồ Chí Minh","20,000,000 - 30,000,000 VND",Phần Mềm,"C#, .NET, SQL Server",https://topdev.vn/viec-lam/nhan-vien-lap-trinh-net-c-sql-smartsign-2026919,( .net/ c # / sql ),FullStack
"Web Developer (HTML, CSS, JavaScript)",South Telecom,"Quận 3, Hồ Chí Minh","9,000,000 - 25,000,000 VND","Dịch vụ IT, Internet","CSS, JavaScript, HTML",https://topdev.vn/viec-lam/web-developer-html-css-javascript-south-telecom-2027022,web ( html css javascript ),Android
HOT 03 Senior Backend Engineer (Golang/NodeJS),METASOURCE,"Quận 3, Hồ Chí Minh","2,000 - 3,500 USD",Dịch vụ doanh nghiệp,"JavaScript, MySQL, NodeJS, NoSQL, Golang",https://topdev.vn/viec-lam/03-senior-backend-engineer-golang-nodejs-metasource-2027031,backend ( golang/nodejs ),BackEnd
"HOT Senior Automation Tester (Blockchain, up to 2500 USD)",METASOURCE,"Quận 3, Hồ Chí Minh","1,500 - 2,500 USD",Dịch vụ doanh nghiệp,"API, Automation Tester, Tester",https://topdev.vn/viec-lam/senior-automation-tester-blockchain-up-to-2500-usd-metasource-2027029,automation tester ( blockchain usd ),Android
"HOT Designer (UX/UI, Graphic/Web Design)",Titan Technology Corporation,"Quận Tân Bình, Hồ Chí Minh - Thành phố Đà Lạt, Lâm Đồng",Thương lượng,Phần Mềm,"UX/UI Design, Graphic Design, Web Design",https://topdev.vn/viec-lam/designer-ux-ui-graphic-web-design-titan-technology-corporation-2027036,designer ( ux/ui graphic/web design ),Android
HOT Automation QA Engineer,Titan Technology Corporation,"Quận Tân Bình, Hồ Chí Minh - Thành phố Đà Lạt, Lâm Đồng",Thương lượng,Phần Mềm,"Java, Tester, Mobile, Automation Tester, Selenium, QC",https://topdev.vn/viec-lam/automation-qa-engineer-titan-technology-corporation-2027037,automation Quality Assurance,Android
HOT Manual QC Engineer,Titan Technology Corporation,"Quận Tân Bình, Hồ Chí Minh - Thành phố Đà Lạt, Lâm Đồng",Thương lượng,Phần Mềm,"QC, Manual Test",https://topdev.vn/viec-lam/manual-qc-engineer-titan-technology-corporation-2027038,manual qc,Android
HOT [VieZ] Front-end Developer,DatVietVAC Group Holdings,"Quận 3, Hồ Chí Minh",Thương lượng,"Quảng Cáo Truyền Thông, Giải trí/ Game","HTML5, AngularJS, NodeJS, CSS3, React, C#, .NET, Angular, UI/UX, Front-End",https://topdev.vn/viec-lam/viez-front-end-developer-datvietvac-group-holdings-2027041,viez front-end,FrontEnd
HOT Senior Cards Business Analyst Specialist,FE CREDIT,"Quận 4, Hồ Chí Minh","1,500 - 2,500 USD",Fintech,"Business Analyst, Business Analyst",https://topdev.vn/viec-lam/senior-cards-business-analyst-specialist-fe-credit-2027040,cards business analyst specialist,Android
FRONTEND ENGINEER (REACT JS),CÔNG TY TNHH CAN LAB VN,"Quận Gò Vấp, Hồ Chí Minh",Thương lượng,Phần Mềm,"AngularJS, JavaScript, Front-End, ReactJS, VueJS, TypeScript, NextJS",https://topdev.vn/viec-lam/frontend-engineer-react-js-cong-ty-tnhh-can-lab-vn-2027042,frontend ( react js ),Android
Junior Cloud Sales | AWS,Megazone Vietnam Company Limited,"Quận Ba Đình, Hà Nội",Thương lượng,"E-commerce Platforms, Phần Mềm, Dịch vụ doanh nghiệp","Project Manager, AWS, Solution Architect, Cloud",https://topdev.vn/viec-lam/junior-cloud-sales-aws-megazone-vietnam-company-limited-2027044,cloud sales aws,Android
Manager (System and Security) / IT Division,MSIG Insurance (Vietnam) Company Limited,"Quận Hoàn Kiếm, Hà Nội",Thương lượng,Bảo Hiểm,"Cybersecurity, Infrastructure, System Security",https://topdev.vn/viec-lam/manager-system-and-security-it-division-msig-insurance-vietnam-company-limited-2027043,manager ( system and security ) / division,Android
AWS DEVOPS | Intermediate +,Megazone Vietnam Company Limited,"Quận Ba Đình, Hà Nội","3,000 - 3,500 USD","E-commerce Platforms, Phần Mềm, Dịch vụ doanh nghiệp","AWS, DevOps, CI/CD",https://topdev.vn/viec-lam/aws-devops-intermediate-megazone-vietnam-company-limited-2027045,aws devops intermediate +,Android
CHUYÊN VIÊN LẬP TRÌNH FULL-STACK C#/ .NET,CÔNG TY CỔ PHẦN DỊCH VỤ VÀ THƯƠNG MẠI ĐIỆN TỬ QUỐC TẾ EBIS,"Quận Đống Đa, Hà Nội","15,000,000 - 35,000,000 VND",Thương mại điện tử/ Bán lẻ,"C#, .NET, Full-Stack, ASP.NET",https://topdev.vn/viec-lam/chuyen-vien-lap-trinh-full-stack-c-net-cong-ty-co-phan-dich-vu-va-thuong-mai-dien-tu-quoc-te-ebis-2027046,full-stack c # / .net,FullStack
HOT Web Java Developer (Spring/ Spring Boot/ J2EE),Hanatour Japan System Việt Nam (HJSV),"Quận Phú Nhuận, Hồ Chí Minh",Thương lượng,Phần Mềm,"Java, MySQL, MyBatis, Spring Boot",https://topdev.vn/viec-lam/web-java-developer-spring-spring-boot-j2ee-hanatour-japan-system-viet-nam-hjsv-2027086,web java ( spring/ spring boot/ jee ),Android
[Remote/Hybrid] DevOps Engineer,CÔNG TY CỔ PHẦN TEQIE,"Quận Cầu Giấy, Hà Nội - None","600 - 1,500 USD","Gia công phần mềm, Phần Mềm","Docker, AWS, Cloud, Kubernetes, Google Cloud Platform - Rollbar, DevOps",https://topdev.vn/viec-lam/remote-hybrid-devops-engineer-cong-ty-co-phan-teqie-2027120,remote/hybrid devops,Android
"[Junior/Senior] DEVELOPER (NodeJS, ReactJS, React Native)",ICEO TECHNOLOGY (TAKI GROUP),"Quận Thanh Xuân, Hà Nội","18,000,000 - 40,000,000 VND",Phần Mềm,"NodeJS, ReactJS, JavaScript, React Native",https://topdev.vn/viec-lam/junior-senior-developer-nodejs-reactjs-react-native-iceo-technology-taki-group-2026484,/ ( nodejs reactjs react native ),BackEnd
Senior/Lead Business Analyst (BA),SOFTWORLD VIETNAM LTD.,"Quận Tân Bình, Hồ Chí Minh","Từ 15,000,000 VND","Phần Mềm, Creative Production, E-commerce Platforms, Product, Outsourcing",Business Analyst,https://topdev.vn/viec-lam/senior-lead-business-analyst-ba-softworld-vietnam-ltd-2026477,/lead business analyst ( ),Android
PHP Developer Team Lead,Code Engine Studio,"Quận Hải Châu, Đà Nẵng","2,000 - 3,000 USD",Gia công phần mềm,"PHP, Git",https://topdev.vn/viec-lam/php-developer-team-lead-code-engine-studio-2026485,php team lead,Android
BACK-END JAVA DEVELOPER (~25M - 40M),"Tripath Vietnam Co., Ltd.","Quận Cầu Giấy, Hà Nội","25,000,000 - 40,000,000 VND",Phần Mềm,"Java, Back-End",https://topdev.vn/viec-lam/back-end-java-developer-25m-40m-tripath-vietnam-co-ltd-2026486,back-end java ( ~m - m ),FrontEnd
[HCM] Senior IT Security Developer | Up to $3500,Hybrid Technologies,"Quận 1, Hồ Chí Minh","Lên tới 3,500 USD",Gia công phần mềm,"Python, PHP, JavaScript, IT Security",https://topdev.vn/viec-lam/hcm-senior-it-security-developer-up-to-3500-hybrid-technologies-2026488,hcm security,Android
Full-stack React Native/NodeJS (Upto $3000 Gross),Away Digital Teams,"Quận 7, Hồ Chí Minh","1,000 - 3,000 USD","Phần Mềm, Product, Outsourcing","English - Good, NodeJS, Mobile, React Native, AWS, English Skills",https://topdev.vn/viec-lam/full-stack-react-native-nodejs-upto-3000-gross-away-digital-teams-2026489,full-stack react native/nodejs ( gross ),BackEnd
Backend Developer – API development,Titan DMS Pty. Ltd,"Quận 11, Hồ Chí Minh",Thương lượng,Phần Mềm,"ASP.NET, C#, MVC, .NET, Back-End, API",https://topdev.vn/viec-lam/backend-developer-api-development-titan-dms-pty-ltd-2026490,backend – api development,Android
[Full-time/ Full-Remote] Web Developer (Python/Java/ReactJS),YRGLM Vietnam,"Quận 3, Hồ Chí Minh",Thương lượng,"Product, Software, Quảng Cáo Truyền Thông","Java, Python, ReactJS",https://topdev.vn/viec-lam/full-time-full-remote-web-developer-python-java-reactjs-yrglm-vietnam-2026491,full-time/ full-remote web ( python/java/reactjs ),Android
CHUYÊN VIÊN THIẾT KẾ UI/UX,Tổng công ty Cổ phần Bảo hiểm Bưu điện (PTI),"Quận Ba Đình, Hà Nội",Thương lượng,Bảo Hiểm,"Photoshop, Illustrator, Web, Flash",https://topdev.vn/viec-lam/chuyen-vien-thiet-ke-ui-ux-tong-cong-ty-co-phan-bao-hiem-buu-dien-pti-2026676,thiết kế ui/ux,Android
[Remote] Front-end Developer,CycAI,None,"Lên tới 3,000 USD",Software,"Python, NodeJS, HTML, ReactJS, NextJS",https://topdev.vn/viec-lam/remote-front-end-developer-cycai-2026677,remote front-end,FrontEnd
IT - SOFTWARE ENGINEER (CORE BANKING),NGÂN HÀNG Á CHÂU (ACB),"Quận 3, Hồ Chí Minh",Thương lượng,Ngân Hàng,".NET, Java, C#, NodeJS, Golang",https://topdev.vn/viec-lam/it-software-engineer-core-banking-ngan-hang-a-chau-acb-2026678,- software ( banking ),Android
Partner Service Consultant (IT Business Analyst Skills),DiCentral,"Quận 3, Hồ Chí Minh",Thương lượng,Phần Mềm,"SQL, SEM, Data Analytics, Business Analyst, English",https://topdev.vn/viec-lam/partner-service-consultant-it-business-analyst-skills-dicentral-2026710,partner service consultant ( business analyst skills ),Android
Software Developer (Front-end/Angular/.NET/C++/C#) ~ Up to $3500,CÔNG TY TNHH MITEK VIỆT NAM,"Quận 7, Hồ Chí Minh","Lên tới 3,500 USD","Product, B2B Services, Software","C#, .NET, Front-End, Angular, JavaScript, C/C++",https://topdev.vn/viec-lam/software-developer-front-end-angular-net-c-c-up-to-3500-cong-ty-tnhh-mitek-viet-nam-2026719,software ( front-end/angular/.net/c++/c # ) ~,FrontEnd
"Web Back-End Developer (C#, .NET, ASP.NET) - Up to 40M",MISA SOFTWARE,"Quận Bắc Từ Liêm, Quận Cầu Giấy - Hà Nội","Lên tới 40,000,000 VND",Dịch vụ doanh nghiệp,".NET, C#, Back-End, ASP.NET",https://topdev.vn/viec-lam/web-back-end-developer-c-net-asp-net-up-to-40m-misa-software-2026713,web back-end ( c # .net asp.net ) - m,FullStack
"Full-stack Developer (ASP.NET, VueJS/ AngularJS/ ReactJS) - Up to 40M",MISA SOFTWARE,"Quận Bắc Từ Liêm, Quận Cầu Giấy - Hà Nội","Lên tới 40,000,000 VND",Dịch vụ doanh nghiệp,"ASP.NET, ReactJS, VueJS, C#, Full-Stack, .NET, AngularJS",https://topdev.vn/viec-lam/full-stack-developer-asp-net-vuejs-angularjs-reactjs-up-to-40m-misa-software-2026715,full-stack ( asp.net vuejs/ angularjs/ reactjs ) - m,FullStack
"Back-end Engineer (Java, Python, Javascript) (Base in Đà Nẵng)",Cho Tot,"Quận Hải Châu, Đà Nẵng",Thương lượng,Thương mại điện tử/ Bán lẻ,"Java, JavaScript, Python, Golang, Back-End, C/C++",https://topdev.vn/viec-lam/back-end-engineer-java-python-javascript-base-in-da-nang-cho-tot-2026721,back-end ( java python javascript ) ( base in ),FrontEnd
[All Levels/Fresher] Tester/ QA/ QC,"CyberLogitec Vietnam Co., Ltd.","Quận Tân Bình, Hồ Chí Minh",Thương lượng,Phần Mềm,"QA, QC, Tester, Manual Tester",https://topdev.vn/viec-lam/all-levels-fresher-tester-qa-qc-cyberlogitec-vietnam-co-ltd-2026861,all / tester/ Quality Assurance/ qc,Android
"JAVA DEVELOPER (Java Core, JEE, Spring MVC, Hibernate)",Citynow Technology Solutions,"Quận 3, Hồ Chí Minh",Thương lượng,"Gia công phần mềm, Product","Java, Hibernate, Spring, Java Core",https://topdev.vn/viec-lam/java-developer-java-core-jee-spring-mvc-hibernate-citynow-technology-solutions-2026863,java ( java jee spring mvc hiBack Endrnate ),Android
TESTER (Manual Test / Automation Test),Citynow Technology Solutions,"Quận 3, Hồ Chí Minh",Thương lượng,"Gia công phần mềm, Product","Tester, Manual Test, Automation Tester",https://topdev.vn/viec-lam/tester-manual-test-automation-test-citynow-technology-solutions-2026862,tester ( manual test / automation test ),Android
"FRONT-END DEVELOPER (ReactJS, VueJS, TypeScript)",Citynow Technology Solutions,"Quận 3, Hồ Chí Minh",Thương lượng,"Gia công phần mềm, Product","JavaScript, Front-End, ReactJS, VueJS, TypeScript",https://topdev.vn/viec-lam/front-end-developer-reactjs-vuejs-typescript-citynow-technology-solutions-2026864,front-end ( reactjs vuejs typescript ),FrontEnd
BUSINESS ANALYST,Citynow Technology Solutions,"Quận 3, Hồ Chí Minh",Thương lượng,"Gia công phần mềm, Product",Business Analyst,https://topdev.vn/viec-lam/business-analyst-citynow-technology-solutions-2026865,business analyst,Android
"Digital Banking Technical Officer - Chuyên viên Công nghệ thông tin Ngân hàng số (Java, .NET)",Ngân hàng Đầu tư và Phát triển Campuchia (BIDC),None,"1,000 - 1,500 USD",Ngân Hàng,"Java, .NET",https://topdev.vn/viec-lam/digital-banking-technical-officer-chuyen-vien-cong-nghe-thong-tin-ngan-hang-so-java-net-ngan-hang-dau-tu-va-phat-trien-campuchia-bidc-2026867,digital banking technical officer - công nghệ thông ngân hàng ( java .net ),Android
"Java Developer (Fresher, Junior) ~ $1,500",DAC DATA TECHNOLOGY - HANOI OFFICE,"Quận Đống Đa, Hà Nội","Lên tới 1,500 USD",Phần Mềm,"Java, Spring Boot, Spring",https://topdev.vn/viec-lam/java-developer-fresher-junior-1-500-dac-data-technology-hanoi-office-2026866,java ( ) ~,Android
Python Developer (Django/ Odoo),CÔNG TY CỔ PHẦN CÔNG NGHỆ & SÁNG TẠO TRẺ TEKY HOLDINGS,"Quận Hà Đông, Hà Nội","Lên tới 30,000,000 VND","Giáo dục, Công nghệ thông tin","Django, Python, Odoo, Back-End",https://topdev.vn/viec-lam/python-developer-django-odoo-cong-ty-co-phan-cong-nghe-sang-tao-tre-teky-holdings-2026868,python ( django/ odoo ),Android
ReactJS/ React Native Developer,Bkav,"Quận Cầu Giấy, Hà Nội","600 - 1,500 USD","Dịch vụ IT, Phần Mềm","ReactJS, React Native",https://topdev.vn/viec-lam/reactjs-react-native-developer-bkav-2026897,reactjs/ react native,Android
ITC INTERNSHIP (DEV/TESTER/BA),ITC Group,"Quận Tân Phú, Hồ Chí Minh",Thương lượng,"Phần Mềm, Outsourcing","Tester, Business Analyst, Java, JavaScript, .NET, PHP",https://topdev.vn/viec-lam/itc-internship-dev-tester-ba-itc-group-2026869,itc internship ( dev/tester/ba ),Android
Java Developer ~ Up to 1500$,Bkav,"Quận Cầu Giấy, Hà Nội","Lên tới 1,500 USD","Dịch vụ IT, Phần Mềm","Java, MySQL, Spring, Database",https://topdev.vn/viec-lam/java-developer-up-to-1500-bkav-2026898,java ~,Android
JAVA DEVELOPER,DigiCommerce Group Inc,"Quận Bình Thạnh, Hồ Chí Minh - Quận Thanh Khê, Đà Nẵng",Thương lượng,Thương mại điện tử/ Bán lẻ,"Back-End, Web Developer, Java Core, Spring, JavaEE",https://topdev.vn/viec-lam/java-developer-digicommerce-group-inc-2027024,java,Android
Mobile App Developer (React Native),ZOI.TECH SGN,"Quận 1, Hồ Chí Minh",Thương lượng,Phần Mềm,"CSS, JavaScript, HTML, React Native, Redux, TypeScript",https://topdev.vn/viec-lam/mobile-app-developer-react-native-zoi-tech-sgn-2026900,mobile app ( react native ),Android
HOT Data Analyst (Risk analytics),GeoComply (GeoTech Hub Vietnam),"Quận 1, Hồ Chí Minh",Thương lượng,"Công nghệ thông tin, Software","Python, Data Analytics",https://topdev.vn/viec-lam/data-analyst-risk-analytics-geocomply-geotech-hub-vietnam-2027026,data analyst ( risk analytics ),Android
HOT Business Data Analyst,GeoComply (GeoTech Hub Vietnam),"Quận 1, Hồ Chí Minh",Thương lượng,"Công nghệ thông tin, Software","SQL, Data Analyst",https://topdev.vn/viec-lam/business-data-analyst-geocomply-geotech-hub-vietnam-2027027,business data analyst,Android
TESTER,DATX Vietnam,"Quận Hai Bà Trưng, Hà Nội",Thương lượng,Fintech,Tester,https://topdev.vn/viec-lam/tester-datx-vietnam-2027032,tester,Android
"Software Engineer (C/C++, Android) - HN",LG VS DCV (LG Vehicle Component Solutions Development Center Vietnam),"Quận Nam Từ Liêm, Hà Nội",Thương lượng,Phần Mềm,"Android, OOP, C++, Java, QT Framework, Embedded",https://topdev.vn/viec-lam/software-engineer-c-c-android-hn-lg-vs-dcv-lg-vehicle-component-solutions-development-center-vietnam-2027034,software ( c/c++ android ) -,Android
SOFTWARE BACKEND DEVELOPER,AgeCode,"Quận 1, Hồ Chí Minh","1,000 - 2,500 USD",Gia công phần mềm,"PHP, Java, NodeJS, Golang, Ruby, Back-End",https://topdev.vn/viec-lam/software-backend-developer-agecode-2027033,software backend,Android
HOT Kỹ Sư Phát Triển Phần Mềm - Đà Nẵng,LG VS DCV (LG Vehicle Component Solutions Development Center Vietnam),"Quận Liên Chiểu, Đà Nẵng",Thương lượng,Phần Mềm,"Android, OOP, C++, Java, QT Framework, Embedded",https://topdev.vn/viec-lam/ky-su-phat-trien-phan-mem-da-nang-lg-vs-dcv-lg-vehicle-component-solutions-development-center-vietnam-2027035,-,Android
HOT .NET developer (m/f/d),ZOI.TECH SGN,"Quận 1, Hồ Chí Minh",Thương lượng,Phần Mềm,"C#, .NET, .NET Core",https://topdev.vn/viec-lam/net-developer-m-f-d-zoi-tech-sgn-2027078,.net ( m/f/d ),FullStack
"Thiết kế đồ họa cho game 2D/3D (Artist, UI/UX, Animator)",CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ THÔNG TIN CUCKOOKOO,"Quận Gò Vấp, Hồ Chí Minh","500 - 2,000 VND","Software, Information Technology","UX/UI Design, Photoshop, Illustrator, Sketch, 3D Artist, Graphic Design, Motion Graphic Design, Design",https://topdev.vn/viec-lam/thiet-ke-do-hoa-cho-game-2d-3d-artist-ui-ux-animator-cong-ty-co-phan-giai-phap-cong-nghe-thong-tin-cuckookoo-2026464,thiết kế đồ họa game d/d ( artist ui/ux animator ),Android
WordPress Developer,IELTS Vietop,"Quận Phú Nhuận, Hồ Chí Minh","15,000,000 - 20,000,000 VND",Giáo dục,"PHP, MySQL, WordPress",https://topdev.vn/viec-lam/wordpress-developer-ielts-vietop-2026466,wordpress,Android
QC Engineer (Nha Trang),Infodation,"Thành phố Nha Trang, Khánh Hòa",Thương lượng,Phần Mềm,"QC, Automation Tester, Agile & Scrum, English, Manual Test",https://topdev.vn/viec-lam/qc-engineer-nha-trang-infodation-2026462,qc ( nha trang ),Android
Front-end Developer (NodeJS/ReactJS/JavaScript/VueJS),THL ONE,"Quận 12, Quận 12 - Hồ Chí Minh",Thương lượng,"Phần Mềm, Dịch vụ IT, Gia công phần mềm, Outsourcing","JavaScript, NodeJS, Front-End, ReactJS, VueJS",https://topdev.vn/viec-lam/front-end-developer-nodejs-reactjs-javascript-vuejs-thl-one-2026479,front-end ( nodejs/reactjs/javascript/vuejs ),FrontEnd
Back-end Developer (NodeJS),100Man,"Quận Thanh Xuân, Hà Nội","20,000,000 - 25,000,000 VND",Fintech,"NodeJS, Back-End",https://topdev.vn/viec-lam/back-end-developer-nodejs-100man-2026468,back-end ( nodejs ),BackEnd
Junior Front-end Developer,Công Nghệ VMAX,"Quận 1, Hồ Chí Minh","300 - 1,000 USD",Phần Mềm,"CSS, JavaScript, HTML, Bootstrap, Front-End",https://topdev.vn/viec-lam/junior-front-end-developer-cong-nghe-vmax-2026469,front-end,FrontEnd
Business Analyst (BA) – MES Consultant,THL ONE,"Quận 12, Quận 12 - Hồ Chí Minh",Thương lượng,"Phần Mềm, Dịch vụ IT, Gia công phần mềm, Outsourcing",Business Analyst,https://topdev.vn/viec-lam/business-analyst-ba-mes-consultant-thl-one-2026478,business analyst ( ) – consultant,Android
Java Developer,THL ONE,"Quận 12, Quận 12 - Hồ Chí Minh",Thương lượng,"Phần Mềm, Dịch vụ IT, Gia công phần mềm, Outsourcing","Java, Spring, Java Core",https://topdev.vn/viec-lam/java-developer-thl-one-2026480,java,Android
Mobile Developer (iOS/Android),THL ONE,"Quận 12, Quận 12 - Hồ Chí Minh",Thương lượng,"Phần Mềm, Dịch vụ IT, Gia công phần mềm, Outsourcing","Swift, iOS, Mobile, xCode, Kotlin, Android",https://topdev.vn/viec-lam/mobile-developer-ios-android-thl-one-2026481,mobile ( ios/android ),Android
"03 IT SYSTEM (AWS, LINUX ADMIN)",BIN CORPORATION GROUP VIỆT NAM,"Quận 7, Hồ Chí Minh","10,000,000 - 20,000,000 VND","Dịch vụ doanh nghiệp, Thương mại điện tử/ Bán lẻ, Quảng Cáo Truyền Thông, Phần Mềm, Bất động sản, Tài Chính","Linux, AWS, IT Manager",https://topdev.vn/viec-lam/03-it-system-aws-linux-admin-bin-corporation-group-viet-nam-2026482,system ( aws linux admin ),Android
Python Developer | Up to $2000,Hybrid Technologies,"Quận Cầu Giấy, Hà Nội","Lên tới 2,000 USD",Gia công phần mềm,"Django, Python, Back-End",https://topdev.vn/viec-lam/python-developer-up-to-2000-hybrid-technologies-2026483,python,Android
.NET CORE DEVELOPER,Restaff - House of Norway,"Quận 3, Hồ Chí Minh",Thương lượng,Phần Mềm,".NET, .NET Core, ASP.NET Core",https://topdev.vn/viec-lam/net-core-developer-restaff-house-of-norway-2026598,.net,FullStack
Java Developer (HN/HD),YODY Fashion,"Thành phố Hải Dương, Hải Dương - Quận Thanh Xuân, Hà Nội","18,000,000 - 35,000,000 VND",Thương mại điện tử/ Bán lẻ,"Java, Java Spring Boot, Spring",https://topdev.vn/viec-lam/java-developer-hn-hd-yody-fashion-2026599,java ( hn/hd ),Android
Unity Game Developer,Lucky Tech,"Quận 11, Hồ Chí Minh","Lên tới 30,000,000 VND",Phần Mềm,"NodeJS, C#/ Oop/ Net Framwork, Blockchain, Unity3d, Network",https://topdev.vn/viec-lam/unity-game-developer-lucky-tech-2026605,unity game,Android
ReactJS Developer (HN/HD),YODY Fashion,"Quận Thanh Xuân, Hà Nội - Thành phố Hải Dương, Hải Dương","18,000,000 - 35,000,000 VND",Thương mại điện tử/ Bán lẻ,"HTML5, JavaScript, Git, ReactJS",https://topdev.vn/viec-lam/reactjs-developer-hn-hd-yody-fashion-2026600,reactjs ( hn/hd ),Android
Blockchain Developer,Lucky Tech,"Quận 11, Hồ Chí Minh","Lên tới 25,000,000 VND",Phần Mềm,"Redux, Blockchain, Solidity, React, Rust",https://topdev.vn/viec-lam/blockchain-developer-lucky-tech-2026603,blockchain,Android
Kỹ sư phát triển phần mềm (Software Engineer),Viettel Solutions,"Quận Nam Từ Liêm, Hà Nội","15,000,000 - 40,000,000 VND",Phần Mềm,"Android, iOS, Java, JavaScript, Python, ReactJS, C/C++",https://topdev.vn/viec-lam/ky-su-phat-trien-phan-mem-software-engineer-viettel-solutions-2026650,( software ),Android
Chuyên viên Phân tích nghiệp vụ (Business Analyst),Viettel Solutions,"Quận Nam Từ Liêm, Hà Nội","15,000,000 - 40,000,000 VND",Phần Mềm,Business Analyst,https://topdev.vn/viec-lam/chuyen-vien-phan-tich-nghiep-vu-business-analyst-viettel-solutions-2026649,( business analyst ),Android
IT HELPDESK,Citynow Technology Solutions,"Quận 3, Hồ Chí Minh",Thương lượng,"Gia công phần mềm, Product",IT Helpdesk,https://topdev.vn/viec-lam/it-helpdesk-citynow-technology-solutions-2026651,helpdesk,Android
