JobTitle,Company,Location,Salary,TypeofJob,Skills,MoreInfo,clean_jobtitle,Label
CHUYÊN VIÊN KIỂM THỬ PHẦN MỀM (TESTER),Công ty Cổ phần Công Nghệ Vũ Thảo,"Quận Tân Bình, Hồ Chí Minh",Thương lượng,Dịch vụ doanh nghiệp,Tester,https://topdev.vn/viec-lam/chuyen-vien-kiem-thu-phan-mem-tester-cong-ty-co-phan-cong-nghe-vu-thao-2026927,( tester ),Android
Senior Line Manager,SHIFT ASIA,"Quận 1, Hồ Chí Minh",Thương lượng,Phần Mềm,"Software Developer, Angular, JavaScript, ReactJS, Japanese, English",https://topdev.vn/viec-lam/senior-line-manager-shift-asia-2026926,manager,Android
Mobile Developer (Java/Kotlin/Swift/Objective C),Công ty CP CQ TDT Asia,"Quận Nam Từ Liêm, Quận Nam Từ Liêm - Hà Nội","Lên tới 2,000 USD",Phần Mềm,"Swift, Android, iOS, Java, Objective-C, Mobile, Kotlin",https://topdev.vn/viec-lam/mobile-developer-java-kotlin-swift-objective-c-cong-ty-cp-cq-tdt-asia-2026923,mobile ( java/kotlin/swift/objective c ),Android
Dynamics 365|AX Developer,NaviWorld Vietnam,"Quận Bình Thạnh, Hồ Chí Minh - Quận Hoàn Kiếm, Hà Nội","1,000 - 1,200 USD",Triển Khai Phần Mềm,"C++, SQL, .NET, Microsoft Dynamics AX, Microsoft Dynamics 365",https://topdev.vn/viec-lam/dynamics-365-ax-developer-naviworld-vietnam-2026932,dynamics ax,Android
Full Stack .NET Engineer,Công Ty Cổ Phần Torus Engineering,Hà Nội,"1,000 - 2,500 USD",Phần Mềm,"C#/ Oop/ Net Framwork, API, React/Typescript, ASP.NET, .NET",https://topdev.vn/viec-lam/full-stack-net-engineer-cong-ty-co-phan-torus-engineering-2026935,full stack .net,FullStack
"Developer (Flutter, .NET Core, ReactJS)",Công ty Cổ Phần Thế Giới Di Động,"Thành phố Thủ Đức, Hồ Chí Minh","800 - 1,800 USD","Thương mại điện tử/ Bán lẻ, Bán lẻ","REST API, Front-End, Back-End, ReactJS, .NET Core, Flutter, ASP.NET Core, Mobile",https://topdev.vn/viec-lam/developer-flutter-net-core-reactjs-cong-ty-co-phan-the-gioi-di-dong-2026936,( flutter .net reactjs ),FullStack
Project Manager/Business Analyst (English),BrickMate Group,"Quận 10, Hồ Chí Minh",Thương lượng,"Phần Mềm, Outsourcing, Product","Project Manager, Business Analyst",https://topdev.vn/viec-lam/project-manager-business-analyst-english-brickmate-group-2026937,project manager/business analyst ( english ),Android
"Tester (QA/ QC) - Up to $1,200",Seal Commerce,"Quận Thanh Xuân, Hà Nội","700 - 1,200 USD",Phần Mềm,"UI/UX, QA, QC, Tester, Mobile, Manual Test",https://topdev.vn/viec-lam/tester-qa-qc-up-to-1-200-seal-commerce-2026938,tester ( Quality Assurance/ qc ) -,Android
DevOps Engineer,Công Ty TNHH Groot,"Quận Bình Thạnh, Hồ Chí Minh","1,000 - 1,200 USD",Phần Mềm,"Linux, Redis, MariaDB, Docker, Unix, Ansible, Kafka",https://topdev.vn/viec-lam/devops-engineer-cong-ty-tnhh-groot-2026939,devops,Android
Back-end Engineer (Golang/ Python/ NodeJS/ Java/ PHP/ .NET),Ahamove,"Quận 10, Hồ Chí Minh","1,500 - 2,000 USD",Product,"Java, PHP, Python, NodeJS, .NET, Golang, Back-End",https://topdev.vn/viec-lam/back-end-engineer-golang-python-nodejs-java-php-net-ahamove-2026942,back-end ( golang/ python/ nodejs/ java/ php/ .net ),BackEnd
Team leader PHP Developer từ 35M ~ 40M,FIBO,"Quận Tân Phú, Hồ Chí Minh","35,000,000 - 40,000,000 VND","Product, Viễn Thông, Công nghệ thông tin","PHP, CSS, JavaScript, C#, MySQL, NodeJS",https://topdev.vn/viec-lam/team-leader-php-developer-tu-35m-40m-fibo-2026941,team php m ~ m,Android
Scrum Master,YODY Fashion,"Quận Thanh Xuân, Hà Nội - Thành phố Hải Dương, Hải Dương","18,000,000 - 35,000,000 VND",Thương mại điện tử/ Bán lẻ,"Scrum, Agile & Scrum, Scrum Master",https://topdev.vn/viec-lam/scrum-master-yody-fashion-2026943,scrum master,Android
"[Junior or Senior] IT Developer (C,C++,pro-c,iOS)",Shinhan Securities,"Quận 3, Hồ Chí Minh",Thương lượng,Chứng khoán,"iOS, Oracle, C++, Mobile, Web, Database",https://topdev.vn/viec-lam/junior-or-senior-it-developer-c-c-pro-c-ios-shinhan-securities-2026945,or ( cc++pro-cios ),Android
Lập Trình Viên PHP,South Telecom,"Quận 3, Hồ Chí Minh - Quận Đống Đa, Hà Nội","9,000,000 - 25,000,000 VND","Dịch vụ IT, Internet","PHP, JavaScript",https://topdev.vn/viec-lam/lap-trinh-vien-php-south-telecom-2026944,php,Android
[ALL LEVELS] JAVA DEVELOPER,"CyberLogitec Vietnam Co., Ltd.","Quận Tân Bình, Hồ Chí Minh",Thương lượng,Phần Mềm,"Java, JavaScript, Spring",https://topdev.vn/viec-lam/all-levels-java-developer-cyberlogitec-vietnam-co-ltd-2026978,all java,Android
"Front-end Engineer (JavaScript, HTML, CSS)",Cho Tot,"Quận 1, Hồ Chí Minh",Thương lượng,Thương mại điện tử/ Bán lẻ,"CSS, JavaScript, HTML, Front-End",https://topdev.vn/viec-lam/front-end-engineer-javascript-html-css-cho-tot-2026981,front-end ( javascript html css ),FrontEnd
[HN] Software Engineer (Fresher/Junior),Công ty cổ phần Base Enterprise,"Quận Thanh Xuân, Hà Nội",Thương lượng,B2B Services,"HTML5, MySQL, JSON, CSS3, REST API, JavaScript, JQuery, Ajax",https://topdev.vn/viec-lam/hn-software-engineer-fresher-junior-cong-ty-co-phan-base-enterprise-2026946,software ( / ),Android
Back-end Engineer (Golang),Cho Tot,"Quận 1, Hồ Chí Minh",Thương lượng,Thương mại điện tử/ Bán lẻ,"Golang, Back-End",https://topdev.vn/viec-lam/back-end-engineer-golang-cho-tot-2026982,back-end ( golang ),FrontEnd
Back-end Developer (NodeJS/C++/JavaScript),Metacoders,"Thành phố Thủ Đức, Hồ Chí Minh","Lên tới 4,000 USD",Software,"C++, JavaScript, NodeJS, Back-End",https://topdev.vn/viec-lam/back-end-developer-nodejs-c-javascript-metacoders-2027104,back-end ( nodejs/c++/javascript ),BackEnd
HOT Fresher/Junior QA/QC Engineer (Tester),Money Forward Vietnam,"Quận 4, Hồ Chí Minh",Thương lượng,Phần Mềm,"QA, QC, Tester",https://topdev.vn/viec-lam/fresher-junior-qa-qc-engineer-tester-money-forward-vietnam-2027103,/ Quality Assurance/qc ( tester ),Android
Front-end Developer (ReactJS/NextJS/TypeScript),Metacoders,"Thành phố Thủ Đức, Hồ Chí Minh","Lên tới 4,000 USD",Software,"CSS, HTML, ReactJS, TypeScript, NextJS",https://topdev.vn/viec-lam/front-end-developer-reactjs-nextjs-typescript-metacoders-2027105,front-end ( reactjs/nextjs/typescript ),FrontEnd
IT PROGRAMMER (HCMC Office),NTT DATA Vietnam,"Quận 1, Hồ Chí Minh","Lên tới 17,000,000 VND","Dịch vụ doanh nghiệp, Dịch vụ IT","Java, .NET",https://topdev.vn/viec-lam/it-programmer-hcmc-office-ntt-data-vietnam-2026432,programmer ( hcmc office ),Android
JAVA TEAM LEADER (HCMC Office),NTT DATA Vietnam,"Quận 1, Hồ Chí Minh - Quận Cầu Giấy, Hà Nội - Quận Hải Châu, Đà Nẵng","Lên tới 27,000,000 VND","Dịch vụ doanh nghiệp, Dịch vụ IT","Java, Back-End, Videos Editor, Front-End",https://topdev.vn/viec-lam/java-team-leader-hcmc-office-ntt-data-vietnam-2026433,java team ( hcmc office ),Android
Technical Leader/ Trưởng nhóm kỹ thuật ~ Signing bonus applied for candidate receiving offer for working in HCMC,NTT DATA Vietnam,"Quận Cầu Giấy, Hà Nội - Quận 1, Hồ Chí Minh","Lên tới 32,000,000 VND","Dịch vụ doanh nghiệp, Dịch vụ IT","Magento, Oracle, J2EE, MS SQL, NoSQL, React Native, Japanese, English, PostgreSql",https://topdev.vn/viec-lam/technical-leader-truong-nhom-ky-thuat-signing-bonus-applied-for-candidate-receiving-offer-for-working-in-hcmc-ntt-data-vietnam-2026420,technical / trưởng thuật ~ signing bonus applied candidate receiving offer working in hcmc,Android
AZURE DATA ENGINEER (HCMC Office),NTT DATA Vietnam,"Quận 1, Hồ Chí Minh","Lên tới 22,000,000 VND","Dịch vụ doanh nghiệp, Dịch vụ IT","Azure, Data Engineer",https://topdev.vn/viec-lam/azure-data-engineer-hcmc-office-ntt-data-vietnam-2026434,azure data ( hcmc office ),Android
[Remote - Fulltime] Full-Stack Developer (PHP/Ruby),NEOLAB VIỆT NAM (Đà Nẵng),"Quận Hải Châu, Đà Nẵng - None","Lên tới 2,000 USD",Phần Mềm,"PHP, Laravel, Symfony, Full-Stack, CodeIgniter, JavaScript, Ruby on Rails, VueJS",https://topdev.vn/viec-lam/remote-fulltime-full-stack-developer-php-ruby-neolab-viet-nam-da-nang-2026516,remote - full-stack ( php/ruby ),Android
[Fulltime - Remote] Front-end Developer (Vue.JS/React.JS),NEOLAB VIỆT NAM (Đà Nẵng),"Quận Hải Châu, Đà Nẵng - None","Lên tới 2,000 USD",Phần Mềm,"Front-End, ReactJS, VueJS",https://topdev.vn/viec-lam/fulltime-remote-front-end-developer-vue-js-react-js-neolab-viet-nam-da-nang-2026517,- remote front-end ( vue.js/react.js ),FrontEnd
MODERN JAVASCRIPT DEVELOPER,DaouKiwoom Innovation,"Quận Bình Thạnh, Hồ Chí Minh","Lên tới 4,000 USD",Phần Mềm,"JavaScript, Front-End, ReactJS",https://topdev.vn/viec-lam/modern-javascript-developer-daoukiwoom-innovation-2026515,modern javascript,Android
[Remote - Fulltime] Back-end Developer (PHP/Ruby),NEOLAB VIỆT NAM (Đà Nẵng),"Quận Hải Châu, Đà Nẵng - None","Lên tới 2,000 USD",Phần Mềm,"Ruby on Rails, Symfony, CodeIgniter, Back-End",https://topdev.vn/viec-lam/remote-fulltime-back-end-developer-php-ruby-neolab-viet-nam-da-nang-2026518,remote - back-end ( php/ruby ),FrontEnd
"Experienced Tester (QA, QC)",Ekino VietNam,"Quận 11, Hồ Chí Minh",Thương lượng,"Dịch vụ doanh nghiệp, Dịch vụ IT","QA, QC, Tester, Automation Tester, Manual Test",https://topdev.vn/viec-lam/experienced-tester-qa-qc-ekino-vietnam-2026519,tester ( Quality Assurance qc ),Android
LẬP TRÌNH VIÊN MOBILE (REACT NATIVE/ FLUTTER),"Vietec.,Corp","Quận Cầu Giấy, Hà Nội","Lên tới 20,000,000 VND",Phần Mềm,"Android, iOS, Mobile, React Native",https://topdev.vn/viec-lam/lap-trinh-vien-mobile-react-native-flutter-vietec-corp-2026529,mobile ( react native/ flutter ),Android
Frontend Developer,905 Việt Nam,"Quận Thanh Xuân, Hà Nội","1,200 - 1,500 USD",Phần Mềm,"CSS, JavaScript, HTML, Front-End",https://topdev.vn/viec-lam/frontend-developer-905-viet-nam-2026527,frontend,Android
"[All levels] Front-End Developer (HTML/CSS, JavaScript)",SUTUNAM VIETNAM,"Quận Đống Đa, Hà Nội","Lên tới 3,000 USD","Dịch vụ IT, Phần Mềm","CSS, HTML, Front-End, HTML & CSS, JavaScript",https://topdev.vn/viec-lam/all-levels-front-end-developer-html-css-javascript-sutunam-vietnam-2026530,all front-end ( html/css javascript ),FrontEnd
Tester (QA/QC) App & Web,Advesa Digital Solutions,"Quận Ba Đình, Hà Nội",Thương lượng,"Product, Phần Mềm","QA, QC, Tester, Manual Test",https://topdev.vn/viec-lam/tester-qa-qc-app-web-advesa-digital-solutions-2026612,tester ( Quality Assurance/qc ) app & web,Android
QC Lead/QC Senior (Manual Test),WeAI Technology & Education,"Quận 3, Hồ Chí Minh","20,000,000 - 23,000,000 VND",EdTech,"Mobile Tester, Web Tester, QC, Mobile, Manual Test",https://topdev.vn/viec-lam/qc-lead-qc-senior-manual-test-weai-technology-education-2026616,qc lead/qc ( manual test ),Android
Java Developer,CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ THÔNG TIN CUCKOOKOO,"Quận Gò Vấp, Hồ Chí Minh","600 - 2,000 USD","Software, Information Technology","Java, NodeJS, J2EE, Spring",https://topdev.vn/viec-lam/java-developer-cong-ty-co-phan-giai-phap-cong-nghe-thong-tin-cuckookoo-2026615,java,Android
"Web Developer (C#, .Net)",VINATTI,"Quận Cầu Giấy, Hà Nội","Lên tới 30,000,000 VND","Viễn Thông, Phần Mềm, Fintech","ASP.NET, C#, .NET",https://topdev.vn/viec-lam/web-developer-c-net-vinatti-2026618,web ( c # .net ),FullStack
"Development Team Leader (Senior Only) (Oracle, MySQL, C/C++)",Shinhan Securities,"Quận 3, Hồ Chí Minh",Thương lượng,Chứng khoán,"SQL, Database, C/C++, Videos Editor",https://topdev.vn/viec-lam/development-team-leader-senior-only-oracle-mysql-c-c-shinhan-securities-2026737,development team ( ) ( oracle mysql c/c++ ),Android
QA/QC (Junior),Shinhan Securities,"Quận 3, Hồ Chí Minh",Thương lượng,Chứng khoán,"QA, QC, Tester",https://topdev.vn/viec-lam/qa-qc-junior-shinhan-securities-2026739,Quality Assurance/qc ( ),Android
Business Analyst,iTD Group,"Quận 7, Hồ Chí Minh","Lên tới 30,000,000 VND",Fintech,"Business Analyst, System, Commucation",https://topdev.vn/viec-lam/business-analyst-itd-group-2026743,business analyst,Android
Back-end Developer (PHP/Laravel),GEMS TECH,"Quận Thanh Xuân, Hà Nội","15,000,000 - 30,000,000 VND",Phần Mềm,"PHP, OOP, MVC, Laravel, Back-End, JavaScript",https://topdev.vn/viec-lam/back-end-developer-php-laravel-gems-tech-2026744,back-end ( php/laravel ),FrontEnd
Data Engineer (Python/Golang/Ruby)~$3000,Seal Commerce,"Quận Thanh Xuân, Hà Nội","Lên tới 3,000 USD",Phần Mềm,"Python, Data Engineer, Golang, Ruby",https://topdev.vn/viec-lam/data-engineer-python-golang-ruby-3000-seal-commerce-2026746,data ( python/golang/ruby ) ~,Android
"Junior/Experience .NET Developer (C#, MVC)",Ekino VietNam,"Quận 11, Hồ Chí Minh",Thương lượng,"Dịch vụ doanh nghiệp, Dịch vụ IT","ASP.NET, C#, .NET, JavaScript",https://topdev.vn/viec-lam/junior-experience-net-developer-c-mvc-ekino-vietnam-2026741,/ .net ( c # mvc ),FullStack
Back-end Developer (Java/.NET/SQL),FE CREDIT,"Quận 4, Hồ Chí Minh","30,000,000 - 50,000,000 VND",Fintech,"Java, SQL, .NET, Back-End",https://topdev.vn/viec-lam/back-end-developer-java-net-sql-fe-credit-2026747,back-end ( java/.net/sql ),FullStack
"Java Developer (Angular, TypeScript)",FPT Software,"Thành phố Thủ Đức, Hồ Chí Minh",Thương lượng,Phần Mềm,"Java, Full-Stack, Angular, TypeScript",https://topdev.vn/viec-lam/java-developer-angular-typescript-fpt-software-2026808,java ( angular typescript ),Android
[Remote/Fulltime] Senior Web Developer (NodeJS/ReactJS),FABA Technology,"Quận Phú Nhuận, Hồ Chí Minh",Thương lượng,Phần Mềm,"ReactJS, Web, Laravel, NodeJS, LiveCode",https://topdev.vn/viec-lam/remote-fulltime-senior-web-developer-nodejs-reactjs-faba-technology-2026750,remote/ web ( nodejs/reactjs ),BackEnd
"HOT Senior C/C++ Engineer, Windows App",NAVER Vietnam,"Quận 10, Hồ Chí Minh",Thương lượng,Phần Mềm,"C++, Windows",https://topdev.vn/viec-lam/senior-c-c-engineer-windows-app-naver-vietnam-2027132,c/c++ windows app,Android
HOT .Net C# Engineer (Window Desktop App),NAVER Vietnam,"Quận 10, Hồ Chí Minh",Thương lượng,Phần Mềm,"C#, .NET, .NET Core",https://topdev.vn/viec-lam/net-c-engineer-window-desktop-app-naver-vietnam-2027133,.net c # ( window desktop app ),Android
HOT Senior Back-end Engineer (Java),NAVER Vietnam,"Quận 10, Hồ Chí Minh",Thương lượng,Phần Mềm,"Java, Back-End, Spring",https://topdev.vn/viec-lam/senior-back-end-engineer-java-naver-vietnam-2027131,back-end ( java ),FrontEnd
HOT Senior macOS Engineer (Objective-C/Swift),NAVER Vietnam,"Quận 10, Hồ Chí Minh",Thương lượng,Phần Mềm,"Swift, iOS, Objective-C, MacOS",https://topdev.vn/viec-lam/senior-macos-engineer-objective-c-swift-naver-vietnam-2027134,macos ( objective-c/swift ),Android
HOT Senior Frontend Engineer (ReactJS/VueJS),NAVER Vietnam,"Quận 10, Hồ Chí Minh",Thương lượng,Phần Mềm,"CSS, JavaScript, HTML, Front-End, ReactJS, VueJS",https://topdev.vn/viec-lam/senior-frontend-engineer-reactjs-vuejs-naver-vietnam-2027130,frontend ( reactjs/vuejs ),Android
HOT Senior UI Frontend Engineer (HTML/CSS),NAVER Vietnam,"Quận 10, Hồ Chí Minh",Thương lượng,Phần Mềm,"CSS, HTML, UI Design, Front-End, JavaScript",https://topdev.vn/viec-lam/senior-ui-frontend-engineer-html-css-naver-vietnam-2027135,ui frontend ( html/css ),Android
HOT 9 Senior PHP Developers (Laravel/ MySQL),RiverCrane Vietnam,"Quận 1, Quận Bình Thạnh - Hồ Chí Minh",Thương lượng,Phần Mềm,"PHP, JavaScript, CSS, HTML",https://topdev.vn/viec-lam/9-senior-php-developers-laravel-mysql-rivercrane-vietnam-2027127,php developers ( laravel/ mysql ),Android
"[Junior] Kỹ Sư Phần Mềm (Java, NodeJS)",Công Ty Cổ Phần Phát Hành Sách TP Hồ Chí Minh - FAHASA,"Quận 3, Hồ Chí Minh","13,000,000 - 30,000,000 VND",Thương mại điện tử/ Bán lẻ,"Java, MySQL, NodeJS, REST API",https://topdev.vn/viec-lam/junior-ky-su-phan-mem-java-nodejs-cong-ty-co-phan-phat-hanh-sach-tp-ho-chi-minh-fahasa-2027138,( java nodejs ),BackEnd
Technical Trainer,Gameloft Vietnam,"Quận Bình Thạnh, Hồ Chí Minh",Thương lượng,Giải trí/ Game,"Java, Unity, C++",https://topdev.vn/viec-lam/technical-trainer-gameloft-vietnam-2027137,technical trainer,Android
HOT QA Engineer (m/f/d)_Payment Solutions,HRS GROUP,"Quận 12, Hồ Chí Minh","2,000 - 3,000 USD",Phần Mềm,"Java, Python, QA, Objective-C, Automation Tester",https://topdev.vn/viec-lam/qa-engineer-m-f-d-payment-solutions-hrs-group-2027136,Quality Assurance ( m/f/d ) _payment solutions,Android
"Fresher/Junior/Senior Embedded Software (C Language, C++) ~ $2500",SeleX Motors,"Quận Cầu Giấy, Hà Nội","Lên tới 2,500 USD",Công nghiệp ô tô,"C++, C#, Firmware, Embedded System",https://topdev.vn/viec-lam/fresher-junior-senior-embedded-software-c-language-c-2500-selex-motors-2027129,// emBack Enddded software ( c language c++ ) ~,Android
Senior Java Developer,XPERC,"Thành phố Thủ Đức, Hồ Chí Minh",Thương lượng,Gia công phần mềm,Java,https://topdev.vn/viec-lam/senior-java-developer-xperc-2027128,java,Android
HOT DevOps Engineer,Công Ty CP Dược Phẩm Pharmacity,"Thành phố Thủ Đức, Hồ Chí Minh",Thương lượng,Thương mại điện tử/ Bán lẻ,"Linux, AWS, CI/CD, DevOps",https://topdev.vn/viec-lam/devops-engineer-cong-ty-cp-duoc-pham-pharmacity-2027123,devops,Android
Mobile App Developer (iOS: Swift/Objective C),VOIP24H,"Thành phố Thủ Đức, Hồ Chí Minh","650 - 1,200 USD",Dịch vụ doanh nghiệp,"Swift, iOS, Objective-C, Mobile",https://topdev.vn/viec-lam/mobile-app-developer-ios-swift-objective-c-voip24h-2027126,mobile app ( ios : swift/objective c ),Android
LẬP TRÌNH VIÊN PHP (Laravel),OMT,"Quận Ba Đình, Hà Nội","Lên tới 30,000,000 VND",Giáo dục,"PHP, Laravel, Front-End",https://topdev.vn/viec-lam/lap-trinh-vien-php-laravel-omt-2027125,php ( laravel ),Android
C# .Net/Python Developer,Công ty TNHH Thị Giác META,"Quận Nam Từ Liêm, Hà Nội","800 - 2,000 USD",Software,"C#, Python, .NET",https://topdev.vn/viec-lam/c-net-python-developer-cong-ty-tnhh-thi-giac-meta-2027124,c # .net/python,FullStack
"Fullstack Web Dev (NodeJS, VueJS)",Công ty TNHH Thị Giác META,"Quận Nam Từ Liêm, Hà Nội","700 - 1,500 USD",Software,"CSS, NodeJS, HTML, MongoDB, Full-Stack, VueJS",https://topdev.vn/viec-lam/fullstack-web-dev-nodejs-vuejs-cong-ty-tnhh-thi-giac-meta-2027122,fullstack web dev ( nodejs vuejs ),Android
Fresher/ Junior Java Developer,Cathay Life,"Quận 1, Hồ Chí Minh",Thương lượng,Bảo Hiểm,"Java, JavaScript",https://topdev.vn/viec-lam/fresher-junior-java-developer-cathay-life-2027121,/ java,Android
BACKEND DEVELOPER ( JUNIOR - SENIOR ),Minerva Technology Solutions JSC,"Quận 5, Hồ Chí Minh","8,000,000 - 25,000,000 VND","Outsourcing, Phần Mềm","Java, Python, Back-End, Golang, NodeJS",https://topdev.vn/viec-lam/backend-developer-junior-senior-minerva-technology-solutions-jsc-2026492,backend ( - ),Android
CHUYÊN VIÊN VẬN HÀNH ỨNG DỤNG COREBANKING,Ngân hàng TMCP Sài Gòn Thương tín (Sacombank),"Quận 3, Hồ Chí Minh",Thương lượng,Ngân Hàng,"Linux, Oracle, Java, SQL, System Admin, Unit Testing, Core Banking, Product Operation",https://topdev.vn/viec-lam/chuyen-vien-van-hanh-ung-dung-corebanking-ngan-hang-tmcp-sai-gon-thuong-tin-sacombank-2026470,banking,Android
Back-end Developer (NodeJS),M2 Vietnam,"Quận Tân Bình, Hồ Chí Minh",Thương lượng,Gia công phần mềm,"Back-End, Web, NodeJS",https://topdev.vn/viec-lam/back-end-developer-nodejs-m2-vietnam-2026494,back-end ( nodejs ),BackEnd
Web Developer (Wordpress),LASTMILE WORKS,"Quận 1, Hồ Chí Minh",Thương lượng,Phần Mềm,"HTML5, JavaScript, UI Design, CSS3, TypeScript, PHP, WordPress, Full-Stack",https://topdev.vn/viec-lam/web-developer-wordpress-lastmile-works-2026493,web ( wordpress ),Android
Product Manager,Omega Media,"Quận Đống Đa, Hà Nội","Lên tới 1,000 USD",Quảng Cáo Truyền Thông,Product Manager,https://topdev.vn/viec-lam/product-manager-omega-media-2026495,product manager,Android
"PHP Developer (Laravel, CakePHP, EC Cube)",AnySES,"Quận 12, Hồ Chí Minh",Thương lượng,Phần Mềm,"PHP, CakePHP, Laravel, CRM, Symfony",https://topdev.vn/viec-lam/php-developer-laravel-cakephp-ec-cube-anyses-2026501,php ( laravel cakephp ec cuBack End ),Android
Backend Developer (NodeJS/ Elixir/ Java),Littlelives,"Quận 10, Hồ Chí Minh","1,000 - 3,000 USD",Giáo dục,"NodeJS, Back-End, Elixir, Java",https://topdev.vn/viec-lam/backend-developer-nodejs-elixir-java-littlelives-2026506,backend ( nodejs/ elixir/ java ),BackEnd
"Full-stack Developer (.Net Core, Angular)",CÔNG TY TNHH POSCO ICT VIỆT NAM,"Thành phố Thủ Đức, Hồ Chí Minh","Lên tới 2,000 USD",Phần Mềm,"Angular, .NET Core, Full-Stack",https://topdev.vn/viec-lam/full-stack-developer-net-core-angular-cong-ty-tnhh-posco-ict-viet-nam-2026504,full-stack ( .net angular ),FullStack
NodeJS Developer,Laidon Group,"Quận Tân Bình, Hồ Chí Minh","20,000,000 - 70,000,000 VND",B2B Services,"NodeJS, Back-End",https://topdev.vn/viec-lam/nodejs-developer-laidon-group-2026502,nodejs,BackEnd
Chuyên viên Phát triển Phần mềm (C# .NET),STAVIAN,"Quận Hai Bà Trưng, Hà Nội","Lên tới 25,000,000 VND","Bất động sản, Logistics","C#, ASP.NET, .NET",https://topdev.vn/viec-lam/chuyen-vien-phat-trien-phan-mem-c-net-stavian-2026507,( c # .net ),FullStack
NodeJS Developer (Fulltime),BnK Solutions,"Quận Bình Thạnh, Quận 3 - Hồ Chí Minh","1,000 - 2,000 VND",Phần Mềm,"NodeJS, NestJS, TypeScript",https://topdev.vn/viec-lam/nodejs-developer-fulltime-bnk-solutions-2026510,nodejs ( ),BackEnd
QA/QC ENGINEER,DigiCommerce Group Inc,"Quận Bình Thạnh, Hồ Chí Minh - Quận Thanh Khê, Đà Nẵng",Thương lượng,Thương mại điện tử/ Bán lẻ,"QA, QC, Manual Test",https://topdev.vn/viec-lam/qa-qc-engineer-digicommerce-group-inc-2026509,Quality Assurance/qc,Android
DevOps Engineer (Mid - Senior Level),Littlelives,"Quận 10, Hồ Chí Minh","1,000 - 3,000 USD",Giáo dục,DevOps,https://topdev.vn/viec-lam/devops-engineer-mid-senior-level-littlelives-2026508,devops ( mid - level ),Android
HOT [Urgent] 3 Ruby On Rails Developers (sign-on bonus),bravesoft Vietnam,"Quận 10, Hồ Chí Minh",Thương lượng,Phần Mềm,"Ruby on Rails, Python, NestJS",https://topdev.vn/viec-lam/urgent-3-ruby-on-rails-developers-sign-on-bonus-bravesoft-vietnam-2026681,urgent ruby on rails developers ( sign-on bonus ),Android
Front-end Developer (ReactJS),GEMS TECH,"Quận Thanh Xuân, Hà Nội","10,000,000 - 20,000,000 VND",Phần Mềm,"HTML5, JavaScript, Front-End, ReactJS, CSS3",https://topdev.vn/viec-lam/front-end-developer-reactjs-gems-tech-2026512,front-end ( reactjs ),FrontEnd
Fresher Tester (Manual Test),Just - In - Time Solutions,"Quận Thanh Xuân, Hà Nội",Thương lượng,Ngân Hàng,"Tester, English - Good, Manual Test",https://topdev.vn/viec-lam/fresher-tester-manual-test-just-in-time-solutions-2026511,tester ( manual test ),Android
UI/UX Designer,SUGA,"Quận Phú Nhuận, Hồ Chí Minh","10,000,000 - 30,000,000 VND","Product, Kế Toán - Kiểm Toán","CSS, HTML5, Photoshop, Web Design, IT Auditor, Adobe XD, Mobile",https://topdev.vn/viec-lam/ui-ux-designer-suga-2026699,ui/ux designer,Android
"Back-end Developer (PHP, Laravel)",Công ty cổ phần công nghệ PosApp,"Quận Tân Bình, Hồ Chí Minh","25,000,000 - 35,000,000 VND",Phần Mềm,"PHP, Laravel, Back-End",https://topdev.vn/viec-lam/back-end-developer-php-laravel-cong-ty-co-phan-cong-nghe-posapp-2026692,back-end ( php laravel ),FrontEnd
IT BUSINESS ANALYST,Mirae Asset Finance Company,"Quận 1, Hồ Chí Minh",Thương lượng,"Product, Fintech, Finance","SQL, Business Analyst",https://topdev.vn/viec-lam/it-business-analyst-mirae-asset-finance-company-2026685,business analyst,Android
CHUYÊN VIÊN LẬP TRÌNH JAVA,Công ty TNHH Chứng Khoán ACB (ACBS),"Quận 3, Hồ Chí Minh",Thương lượng,Chứng khoán,"Java, Back-End, Spring",https://topdev.vn/viec-lam/chuyen-vien-lap-trinh-java-cong-ty-tnhh-chung-khoan-acb-acbs-2026703,java,Android
"[Middle/Senior] .NET Developer (Salary up to $3,000)",Creative Force,"Quận Cầu Giấy, Hà Nội",Thương lượng,Phần Mềm,"C#, .NET, .NET Core",https://topdev.vn/viec-lam/middle-senior-net-developer-salary-up-to-3-000-creative-force-2026704,/ .net ( ),FullStack
"QC/QA Tester (Fresher, Junior, Senior)",SUGA,"Quận Phú Nhuận, Hồ Chí Minh","8,000,000 - 20,000,000 VND","Product, Kế Toán - Kiểm Toán","Web, Test, Mobile, Agile, CSS, HTML, Scrum, Flutter, Tester",https://topdev.vn/viec-lam/qc-qa-tester-fresher-junior-senior-suga-2026701,qc/Quality Assurance tester ( ),Android
"Back-End Developer (PHP, API, Laravel)",CÔNG TY TNHH VINA PAYROLL OUTSOURCING,"Quận 1, Hồ Chí Minh","28,000,000 - 35,000,000 VND",Phần Mềm,"PHP, Laravel, Back-End, API",https://topdev.vn/viec-lam/back-end-developer-php-api-laravel-cong-ty-tnhh-vina-payroll-outsourcing-2026705,back-end ( php api laravel ),FrontEnd
